,BUSCA,RSLP,SNOW,CHAVESOUNDEX,BUSCABR_SEM_VOGAL,BUSCABR,METAPHONEBR,ROBERTO
2551,OLIVIO,[OLIVIO],[OLIVIO],"[OLAVIA, OLAVIO, OLAVO, OLIVIA, OLIVIO]","[ALVES, ALVIM, ELVES, ELVIO, HARVEY, HELVIO, HERVAL, LEVI, LEVY, LIVIO, LORIVAL, LOURIVAL, OLAVIA, OLAVIO, OLAVO, OLIVAL, OLIVIA, OLIVIO, ORIVAL, RIVAIL]",[OLIVIO],"[OLAVIA, OLAVIO, OLAVO, OLIVIA, OLIVIO]","[LIVIO, OLAVIO, OLIVIO]"
2552,OLNEY,[OLNEY],[OLNEY],[OLNEY],"[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]",[OLNEY],[OLNEY],[OLNEY]
2553,OLYMPIA,[OLYMPIA],[OLYMPIA],"[OLIMPIA, OLIMPIO, OLYMPIA]","[EULAMPIO, OLIMPIA, OLIMPIO, OLYMPIA]","[OLIMPIA, OLYMPIA]","[OLIMPIA, OLIMPIO, OLYMPIA]","[OLIMPIA, OLYMPIA]"
2554,OMAR,[OMAR],[OMAR],"[OMAR, ONAIR, ONARIA]","[AGMAR, AMANDA, AMIL, AMIR, ANA, ANAEL, ANAIR, ANANIAS, ANAYR, ANDONIOS, ANNA, EMANOEL, EMANUEL, EMMANOEL, ENE, ENEAS, ENES, ENI, ENIO, ENIR, ENNIO, ENOI, ENOS, ENY, EUMENES, EUNICE, IGNES, IGNEZ, INES, INEZ, INIS, IOMAR, IONE, MAGNA, MAGNO, MAIL, MANOEL, MANUEL, MANY, MAX, NAHUR, NAIR, NAME, NANCE, NANCY, NEEMIAS, NEHEMIAS, NEI, NEIMAR, NENIS, NERCI, NERCY, NEY, NICE, NINIO, NOE, NOEL, NOEME, NOEMEA, NOEMI, NOEMIA, NOEMIO, NUNO, OMAR, ONAIR, ONDINA, ONIAS]",[OMAR],[OMAR],[OMAR]
2555,ONAIR,[ONAIR],[ONAIR],"[OMAR, ONAIR, ONARIA]","[AGMAR, AMANDA, AMIL, AMIR, ANA, ANAEL, ANAIR, ANANIAS, ANAYR, ANDONIOS, ANNA, EMANOEL, EMANUEL, EMMANOEL, ENE, ENEAS, ENES, ENI, ENIO, ENIR, ENNIO, ENOI, ENOS, ENY, EUMENES, EUNICE, IGNES, IGNEZ, INES, INEZ, INIS, IOMAR, IONE, MAGNA, MAGNO, MAIL, MANOEL, MANUEL, MANY, MAX, NAHUR, NAIR, NAME, NANCE, NANCY, NEEMIAS, NEHEMIAS, NEI, NEIMAR, NENIS, NERCI, NERCY, NEY, NICE, NINIO, NOE, NOEL, NOEME, NOEMEA, NOEMI, NOEMIA, NOEMIO, NUNO, OMAR, ONAIR, ONDINA, ONIAS]",[ONAIR],[ONAIR],[ONAIR]
2556,ONARIA,[ONARIA],[ONARIA],"[OMAR, ONAIR, ONARIA]","[AGNELO, AMALIA, AMARAL, AMARO, AMAURI, AMAURY, AMELIA, AMERES, AMILAR, ANALIA, ANALICE, ANDERLEI, ANDRE, ANDRÉ, ANDREA, ANDREIA, EMILIA, EMILIO, ENILA, ENILCE, HENRY, HOMERO, HONORIO, IMERO, MAGNOLIA, MALY, MANOELA, MARA, MARI, MARIA, Maria, MARIE, MARILCE, MARILIA, MARIO, MARLE, MARLI, MARLLON, MARLON, MARLUCE, MARLY, MARY, MAURA, MAURI, MAURILIA, MAURILIO, MAURILLO, MAURILO, MAURO, MEIRES, MILCE, MILLER, MIRACI, MIRIAM, MIRIAN, MIRON, MURILO, NALY, NARA, NAURO, NELCI, NELCY, NELI, NELIA, NELIO, NELLE, NELLI, NELLY, NELOYR, NELY, NERY, NEYLA, NILA, NILCE, NILIA, NILO, NORELI, ONARIA, ONEILI, ONILHA]",[ONARIA],[ONARIA],[ONARIA]
2557,ONDINA,[ONDINA],[ONDINA],[ONDINA],"[AGMAR, AMANDA, AMIL, AMIR, ANA, ANAEL, ANAIR, ANANIAS, ANAYR, ANDONIOS, ANNA, EMANOEL, EMANUEL, EMMANOEL, ENE, ENEAS, ENES, ENI, ENIO, ENIR, ENNIO, ENOI, ENOS, ENY, EUMENES, EUNICE, IGNES, IGNEZ, INES, INEZ, INIS, IOMAR, IONE, MAGNA, MAGNO, MAIL, MANOEL, MANUEL, MANY, MAX, NAHUR, NAIR, NAME, NANCE, NANCY, NEEMIAS, NEHEMIAS, NEI, NEIMAR, NENIS, NERCI, NERCY, NEY, NICE, NINIO, NOE, NOEL, NOEME, NOEMEA, NOEMI, NOEMIA, NOEMIO, NUNO, OMAR, ONAIR, ONDINA, ONIAS]",[ONDINA],[ONDINA],[ONDINA]
2558,ONEIDA,[ONEIDA],[ONEIDA],[ONEIDA],"[AMADEU, AMADEUS, AMADO, AMADOR, ANADIR, ANEIDE, EMIDIO, ENEDIR, ENEIDA, EUNIDES, INEIDA, MAMEDE, MEDEA, NADIR, NADYA, NADYR, NAIDES, NEDY, NEIDE, NEYDE, ONEIDA]",[ONEIDA],[ONEIDA],[ONEIDA]
2559,ONEILI,[ONEILI],[ONEILI],"[ONEILI, ONILHA]","[AGNELO, AMALIA, AMARAL, AMARO, AMAURI, AMAURY, AMELIA, AMERES, AMILAR, ANALIA, ANALICE, ANDERLEI, ANDRE, ANDRÉ, ANDREA, ANDREIA, EMILIA, EMILIO, ENILA, ENILCE, HENRY, HOMERO, HONORIO, IMERO, MAGNOLIA, MALY, MANOELA, MARA, MARI, MARIA, Maria, MARIE, MARILCE, MARILIA, MARIO, MARLE, MARLI, MARLLON, MARLON, MARLUCE, MARLY, MARY, MAURA, MAURI, MAURILIA, MAURILIO, MAURILLO, MAURILO, MAURO, MEIRES, MILCE, MILLER, MIRACI, MIRIAM, MIRIAN, MIRON, MURILO, NALY, NARA, NAURO, NELCI, NELCY, NELI, NELIA, NELIO, NELLE, NELLI, NELLY, NELOYR, NELY, NERY, NEYLA, NILA, NILCE, NILIA, NILO, NORELI, ONARIA, ONEILI, ONILHA]",[ONEILI],[ONEILI],[ONEILI]
2560,ONESIMO,[ONESIMO],[ONESIMO],"[ONESIMO, ONEZIMO]","[MARCIANO, MAXIMIANO, MAXIMO, MERCINA, NORMA, NORMAN, NORMANDES, NORMANDO, NORMINA, NORMINDO, ONESIMO, ONEZIMO]","[ONESIMO, ONEZIMO]","[ONESIMO, ONEZIMO]","[ONESIMO, ONEZIMO]"
2561,ONESIO,[ONESIO],[ONESIO],"[ONESIO, ONIAS, ONICIO]","[AMANCIO, ANDERSON, ANESIO, ANEZIO, ANICIO, ANISIO, ANIZIO, EMERSON, ENDERSON, ENEUZA, HEMERSOM, IGNACIO, INACIO, MARCEL, MARCIA, MARCIAL, MARCIO, MÁRCIO, MECIAS, MERCES, MESSIAS, MICHAEL, MISAEL, MOACIR, MOACYR, MOISES, MOYSES, MUCIO, NARCISA, NARCISO, NEUSA, NEUZA, NISIA, NISUS, NIZIA, ONESIO, ONICIO]",[ONESIO],[ONESIO],"[ANESIO, ANEZIO, ANICIO, ANISIO, ANIZIO, INACIO, ONESIO, ONICIO]"
2562,ONEZIMO,[ONEZIMO],[ONEZIMO],"[ONESIMO, ONEZIMO]","[MARCIANO, MAXIMIANO, MAXIMO, MERCINA, NORMA, NORMAN, NORMANDES, NORMANDO, NORMINA, NORMINDO, ONESIMO, ONEZIMO]","[ONESIMO, ONEZIMO]","[ONESIMO, ONEZIMO]","[ONESIMO, ONEZIMO]"
2563,ONIAS,[ONIAS],[ONIAS],"[ONESIO, ONIAS, ONICIO]","[AGMAR, AMANDA, AMIL, AMIR, ANA, ANAEL, ANAIR, ANANIAS, ANAYR, ANDONIOS, ANNA, EMANOEL, EMANUEL, EMMANOEL, ENE, ENEAS, ENES, ENI, ENIO, ENIR, ENNIO, ENOI, ENOS, ENY, EUMENES, EUNICE, IGNES, IGNEZ, INES, INEZ, INIS, IOMAR, IONE, MAGNA, MAGNO, MAIL, MANOEL, MANUEL, MANY, MAX, NAHUR, NAIR, NAME, NANCE, NANCY, NEEMIAS, NEHEMIAS, NEI, NEIMAR, NENIS, NERCI, NERCY, NEY, NICE, NINIO, NOE, NOEL, NOEME, NOEMEA, NOEMI, NOEMIA, NOEMIO, NUNO, OMAR, ONAIR, ONDINA, ONIAS]",[ONIAS],"[ONIAS, ONICIO]",[ONIAS]
2564,ONICIO,[ONICIO],[ONICIO],"[ONESIO, ONIAS, ONICIO]","[AMANCIO, ANDERSON, ANESIO, ANEZIO, ANICIO, ANISIO, ANIZIO, EMERSON, ENDERSON, ENEUZA, HEMERSOM, IGNACIO, INACIO, MARCEL, MARCIA, MARCIAL, MARCIO, MÁRCIO, MECIAS, MERCES, MESSIAS, MICHAEL, MISAEL, MOACIR, MOACYR, MOISES, MOYSES, MUCIO, NARCISA, NARCISO, NEUSA, NEUZA, NISIA, NISUS, NIZIA, ONESIO, ONICIO]",[ONICIO],"[ONIAS, ONICIO]","[ANESIO, ANEZIO, ANICIO, ANISIO, ANIZIO, INACIO, ONESIO, ONICIO]"
2565,ONILDO,[ONILDO],[ONILDO],[ONILDO],"[AGNALDO, AMARILDO, ANAILDE, ANAILDO, ENILDA, ENILDO, ENYLDO, MAHILDO, MALDA, MARILDA, MARILDE, MARILEIDE, MIRDA, NAILDE, NILDA, NILDE, ONILDO]",[ONILDO],[ONILDO],[ONILDO]
2566,ONILHA,[ONILHA],[ONILHA],"[ONEILI, ONILHA]","[AGNELO, AMALIA, AMARAL, AMARO, AMAURI, AMAURY, AMELIA, AMERES, AMILAR, ANALIA, ANALICE, ANDERLEI, ANDRE, ANDRÉ, ANDREA, ANDREIA, EMILIA, EMILIO, ENILA, ENILCE, HENRY, HOMERO, HONORIO, IMERO, MAGNOLIA, MALY, MANOELA, MARA, MARI, MARIA, Maria, MARIE, MARILCE, MARILIA, MARIO, MARLE, MARLI, MARLLON, MARLON, MARLUCE, MARLY, MARY, MAURA, MAURI, MAURILIA, MAURILIO, MAURILLO, MAURILO, MAURO, MEIRES, MILCE, MILLER, MIRACI, MIRIAM, MIRIAN, MIRON, MURILO, NALY, NARA, NAURO, NELCI, NELCY, NELI, NELIA, NELIO, NELLE, NELLI, NELLY, NELOYR, NELY, NERY, NEYLA, NILA, NILCE, NILIA, NILO, NORELI, ONARIA, ONEILI, ONILHA]",[ONILHA],[ONILHA],[ONILHA]
2567,ONIVALDO,[ONIVALDO],[ONIVALDO],[ONIVALDO],"[ENIVALDO, NIVALDA, NIVALDO, ONIVALDO]",[ONIVALDO],[ONIVALDO],"[ENIVALDO, NIVALDO, ONIVALDO]"
2568,ONOFRA,"[ONOFRA, ONOFRE]","[ONOFRA, ONOFRE]","[ONOFRA, ONOFRE]","[ONOFRA, ONOFRE]",[ONOFRA],"[ONOFRA, ONOFRE]","[ONOFRA, ONOFRE]"
2569,ONOFRE,"[ONOFRA, ONOFRE]","[ONOFRA, ONOFRE]","[ONOFRA, ONOFRE]","[ONOFRA, ONOFRE]",[ONOFRE],"[ONOFRA, ONOFRE]","[ONOFRA, ONOFRE]"
2570,OPHELIA,[OPHELIA],[OPHELIA],"[OPHELIA, OYVAL]","[EFRAIM, EFRIM, FELIX, FLORACY, FRAIM, OPHELIA]",[OPHELIA],[OPHELIA],"[FLAVIA, OPHELIA]"
2571,OQUENES,[OQUENES],[OQUENES],[OQUENES],"[KENIO, KENNER, OQUENES]",[OQUENES],[OQUENES],[OQUENES]
2572,ORACINIO,[ORACINIO],[ORACINIO],"[ORACINIO, ORCINA, OREZINA, ORSINO]","[ALCIMAR, ALCINA, ALCINEO, ALCINO, ALCIONEU, ALEXINA, ALEXSANDER, ALZENIR, ELCIONIR, ELZIMAR, ERASMO, ERICINA, ILERMINES, ILZENI, IRACEMA, LICINIO, LUCIANO, LUCIENE, LUCIMAR, LUCINDA, LUCINEA, LUZEMIR, LUZIENE, LUZIMAR, ORACINIO, OREZINA, RACINE, ROSAINE, ROSANA, ROSANE, ROSANI, ROSEANA, ROSIMOND, ROZINA]",[ORACINIO],"[ORACINIO, ORCINA, ORSINO]",[ORACINIO]
2573,ORALDO,[ORALDO],[ORALDO],"[ORALDO, ORILDO]","[AILDO, ALADIM, ALADIO, ALAIDE, ALAIDES, ALAIDO, ALDA, ALDAIR, ALDECI, ALDIR, ALDO, ALEIDE, ARIDES, ARILDES, ARILDO, AROLDO, ELADIO, ELADIR, ELDA, ELDER, ELIDA, ELIDIO, ELIDO, ELILDE, ELOIDES, ERALDO, ERILDO, EURIDES, EURYDICE, HAROLDO, HELDER, HELIDA, HERALDO, HERILDO, HILDA, HILDO, HILDON, ILDA, ILDEU, ILIDIA, LAIDE, LAURIDES, LEDA, LEDIR, LEIDA, LIDIA, LIDIO, LOURDES, LUIDE, ORALDO, ORIDES, ORILDO, RILDO, RIORDAM, ROLDAO]",[ORALDO],"[ORALDO, ORILDO]",[ORALDO]
2574,ORANEI,[ORANEI],[ORANEI],"[ORANEI, ORENI, ORION, ORMEU, ORMI, ORMY]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]",[ORANEI],"[ORANEI, ORENI]",[ORANEI]
2575,ORCELINA,[ORCELINA],[ORCELINA],[ORCELINA],"[ARSELINA, AZILMAR, CECILIANO, CELINA, CELINEIA, CELINO, CELME, CELMI, CEZARINA, CIRANO, ISAURINO, IZOLINA, ORCELINA, SALMA, SALOMAO, SELMA, SELMI, SELMO, SIRLENE, SOLIMAR, URSULINO, ZELINA, ZELINDA, ZELINDO, ZELINO, ZELMA, ZILMA]",[ORCELINA],[ORCELINA],"[ARSELINA, ORCELINA, ROSALINA]"
2576,ORCINA,[ORCINA],[ORCINA],"[ORACINIO, ORCINA, OREZINA, ORSINO]","[ACIONE, ACIONIL, ARMANDO, ARMENI, ARMENIA, ARMINDA, ARMINDO, ASCENDINO, AZEMAR, CEMI, CENY, CEOMAR, CEOMY, ERMINDA, ERMINIO, ERMY, EUSIMAR, HERMES, HERMINDA, HERMINIA, HERMINIO, HOSANA, HOSANAH, ISMAEL, ISMAIL, ISMAR, ORCINA, ORMANDINA, ORMEU, ORMI, ORMINDO, ORMY, ORSINO, OSMAN, OSMAR, OSMIR, SAMIR, SAMUEL, SANDER, SANDI, SCHENA, SIMAO, SIMEAO, SINAIR, SONIA, SORMANE, SUZANA, YOSHIMI, ZAUNIR, ZENAIR, ZENI, ZENO, ZENON, ZENOR, ZIMAR]","[ORCINA, OSMAN, OSMAR]","[ORACINIO, ORCINA, ORSINO]","[ORCINA, ORSINO]"
2577,ORDALIA,[ORDALIA],[ORDALIA],"[ORDALIA, ORTILEU]",[ORDALIA],[ORDALIA],[ORDALIA],[ORDALIA]
2578,ORDIVAL,[ORDIVAL],[ORDIVAL],[ORDIVAL],[ORDIVAL],[ORDIVAL],[ORDIVAL],[ORDIVAL]
2579,ORELINO,[ORELINO],[ORELINO],"[ORELINO, ORLANI]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]",[ORELINO],"[ORELINO, ORLANI]",[ORELINO]
2580,ORENI,[ORENI],[ORENI],"[ORANEI, ORENI, ORION, ORMEU, ORMI, ORMY]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]",[ORENI],"[ORANEI, ORENI]",[ORENI]
2581,ORESTE,"[ORESTE, ORESTES]","[ORESTE, ORESTES]",[ORESTE],"[ALEILTON, ALERTON, ALILTON, ARILTO, ARILTON, ARIOSTO, ARISTEU, ARISTON, ARLETE, ARLETH, ARLETTE, ARYETHI, ARYLTON, AURITO, ELIETE, ELITA, ELITO, ELYETTE, ERASTO, ERLITO, HUELITON, LAERT, LAERTE, LAIRTON, LAURITA, LAURITO, LOESTER, ORESTE, ORESTES, RITA, ROLISTOM, RUTE, RUTH, RUTHE]","[ORESTE, ORESTES]",[ORESTE],[ORESTE]
2582,ORESTES,"[ORESTE, ORESTES]","[ORESTE, ORESTES]",[ORESTES],"[ALEILTON, ALERTON, ALILTON, ARILTO, ARILTON, ARIOSTO, ARISTEU, ARISTON, ARLETE, ARLETH, ARLETTE, ARYETHI, ARYLTON, AURITO, ELIETE, ELITA, ELITO, ELYETTE, ERASTO, ERLITO, HUELITON, LAERT, LAERTE, LAIRTON, LAURITA, LAURITO, LOESTER, ORESTE, ORESTES, RITA, ROLISTOM, RUTE, RUTH, RUTHE]","[ORESTE, ORESTES]",[ORESTES],[ORESTES]
2583,OREZINA,[OREZINA],[OREZINA],"[ORACINIO, ORCINA, OREZINA, ORSINO]","[ALCIMAR, ALCINA, ALCINEO, ALCINO, ALCIONEU, ALEXINA, ALEXSANDER, ALZENIR, ELCIONIR, ELZIMAR, ERASMO, ERICINA, ILERMINES, ILZENI, IRACEMA, LICINIO, LUCIANO, LUCIENE, LUCIMAR, LUCINDA, LUCINEA, LUZEMIR, LUZIENE, LUZIMAR, ORACINIO, OREZINA, RACINE, ROSAINE, ROSANA, ROSANE, ROSANI, ROSEANA, ROSIMOND, ROZINA]",[OREZINA],[OREZINA],"[ERICINA, OREZINA]"
2584,ORFANI,[ORFANI],[ORFANI],[ORFANI],"[ALFENIO, ORFANI]",[ORFANI],[ORFANI],[ORFANI]
2585,ORIDES,[ORIDES],[ORIDES],[ORIDES],"[AILDO, ALADIM, ALADIO, ALAIDE, ALAIDES, ALAIDO, ALDA, ALDAIR, ALDECI, ALDIR, ALDO, ALEIDE, ARIDES, ARILDES, ARILDO, AROLDO, ELADIO, ELADIR, ELDA, ELDER, ELIDA, ELIDIO, ELIDO, ELILDE, ELOIDES, ERALDO, ERILDO, EURIDES, EURYDICE, HAROLDO, HELDER, HELIDA, HERALDO, HERILDO, HILDA, HILDO, HILDON, ILDA, ILDEU, ILIDIA, LAIDE, LAURIDES, LEDA, LEDIR, LEIDA, LIDIA, LIDIO, LOURDES, LUIDE, ORALDO, ORIDES, ORILDO, RILDO, RIORDAM, ROLDAO]",[ORIDES],[ORIDES],[ORIDES]
2586,ORIENTE,[ORIENTE],[ORIENTE],"[ORIENTE, ORMINDO]","[ELENITA, ELINETE, EREMITA, ERENITA, ERINETI, ERNESTO, HELMUT, HERENITA, HERONILTON, LENITA, OLINTA, OLINTO, ORIENTE, RENATA, RENATO, RENAULT, ROMILTON, RONAILTOM, RONILTON, RONOTIR]",[ORIENTE],[ORIENTE],[ORIENTE]
2587,ORILDO,[ORILDO],[ORILDO],"[ORALDO, ORILDO]","[AILDO, ALADIM, ALADIO, ALAIDE, ALAIDES, ALAIDO, ALDA, ALDAIR, ALDECI, ALDIR, ALDO, ALEIDE, ARIDES, ARILDES, ARILDO, AROLDO, ELADIO, ELADIR, ELDA, ELDER, ELIDA, ELIDIO, ELIDO, ELILDE, ELOIDES, ERALDO, ERILDO, EURIDES, EURYDICE, HAROLDO, HELDER, HELIDA, HERALDO, HERILDO, HILDA, HILDO, HILDON, ILDA, ILDEU, ILIDIA, LAIDE, LAURIDES, LEDA, LEDIR, LEIDA, LIDIA, LIDIO, LOURDES, LUIDE, ORALDO, ORIDES, ORILDO, RILDO, RIORDAM, ROLDAO]",[ORILDO],"[ORALDO, ORILDO]",[ORILDO]
2588,ORION,[ORION],[ORION],"[ORANEI, ORENI, ORION, ORMEU, ORMI, ORMY]","[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...]",[ORION],"[ORION, ORMI, ORMY]",[ORION]
2589,ORIVAL,[ORIVAL],[ORIVAL],[ORIVAL],"[ALVES, ALVIM, ELVES, ELVIO, HARVEY, HELVIO, HERVAL, LEVI, LEVY, LIVIO, LORIVAL, LOURIVAL, OLAVIA, OLAVIO, OLAVO, OLIVAL, OLIVIA, OLIVIO, ORIVAL, RIVAIL]","[OLIVAL, ORIVAL]",[ORIVAL],[ORIVAL]
2590,ORLANDA,[ORLANDA],"[ORLANDA, ORLANDO]","[ORLANDA, ORLANDO, ORLANDY, ORLINDA, ORLINDO]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]",[ORLANDA],"[ORLANDA, ORLANDO, ORLANDY, ORLINDA, ORLINDO]","[ARLINDA, ORLANDA, ORLINDA]"
